,Region,LandValue,ImprovementValue,HOEX,Latitude,Longitude,Delta,TimetoFinal,ConstructionDelay,Neighbours,TimetoApply,RepairTime,Units,IncomeRatio,YearBuilt,BuildingCode,Occupancy,Stories,Basement,Area,ConstructionClass,ReplacementCost,Image2008,Image2009,Image2010,Image2011,Image2012,Image2013,Image2014,Image2015,Image2016,Image2017,Image2018,Image2019,Image2020,Image2021,Image2022,Image2023,Image2024
0,SantaRosa,664000,686241,False,38.47143374,-122.7320261,-1,-1,-1,2,1164,-1,1,0.990344425,1960,Post1940,RES1,1,True,1275,Custom,220476.1875,NA,NA,NA,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2011-07,NA,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2013-07,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2014-06,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2015-07,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2016-06,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2017-06,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2018-11,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2019-03,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2020-03,NA,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2022-12,Index:0 Lat:38.47143374 Long:-122.7320261 Date:2023-04,NA
1,SantaRosa,450323,1187978,True,38.42022905,-122.5848235,591,857,94,1,266,497,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,SantaRosa,348025,510385,True,38.48252401,-122.6806765,769,1092,41,9,323,728,1,0.990344425,1960,Post1940,RES1,1,False,1700,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,SantaRosa,459330,442925,True,38.483145,-122.680435,-1,-1,877,5,568,-1,1,0.990344425,1940,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,SantaRosa,44810,32011,False,38.47280392,-122.748495,-1,-1,275,836,323,-1,1,0.990344425,1940,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,SantaRosa,255580,383370,False,38.47695545,-122.7523575,356,581,62,923,225,294,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2011-06,NA,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2013-07,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2014-04,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2015-05,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2016-04,NA,NA,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2019-03,NA,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2021-03,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2022-09,Index:5 Lat:38.47695545 Long:-122.7523575 Date:2023-03,NA
6,SantaRosa,351000,526000,True,38.47695569,-122.7525919,696,1049,76,907,353,620,1,0.990344425,1950,Post1940,RES1,1,True,1275,Average,159196.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,SantaRosa,136472,382146,False,38.47695688,-122.7528192,587,828,102,890,241,485,1,0.990344425,1940,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,SantaRosa,206113,401869,False,38.47695809,-122.7530465,257,841,31,871,584,226,1,0.990344425,1960,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,SantaRosa,163031,321556,True,38.47695927,-122.7532738,406,888,96,850,482,310,1,0.990344425,1960,Post1940,RES1,1,False,1700,Custom,271167.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,SantaRosa,48691,128050,False,38.47696077,-122.753502,195,420,30,832,225,165,1,0.990344425,1940,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,SantaRosa,357510,536010,False,38.47693853,-122.7541623,420,959,100,776,539,320,1,0.990344425,1960,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,SantaRosa,237029,510130,True,38.4769772,-122.7539218,441,716,35,803,275,406,1,0.990344425,1940,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,SantaRosa,108616,282278,False,38.47696156,-122.7537126,322,500,101,819,178,221,1,0.990344425,1950,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,SantaRosa,43804,156185,False,38.47066691,-122.74835,258,359,32,569,101,226,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:14 Lat:38.47066691 Long:-122.74835 Date:2011-06,NA,Index:14 Lat:38.47066691 Long:-122.74835 Date:2013-07,Index:14 Lat:38.47066691 Long:-122.74835 Date:2014-04,Index:14 Lat:38.47066691 Long:-122.74835 Date:2015-05,NA,NA,NA,Index:14 Lat:38.47066691 Long:-122.74835 Date:2019-04,NA,NA,Index:14 Lat:38.47066691 Long:-122.74835 Date:2022-09,NA,NA
15,SantaRosa,257641,462724,False,38.47066718,-122.7485649,433,611,125,569,178,308,1,0.990344425,1950,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:15 Lat:38.47066718 Long:-122.7485649 Date:2011-06,NA,Index:15 Lat:38.47066718 Long:-122.7485649 Date:2013-07,Index:15 Lat:38.47066718 Long:-122.7485649 Date:2014-04,Index:15 Lat:38.47066718 Long:-122.7485649 Date:2015-05,NA,NA,NA,Index:15 Lat:38.47066718 Long:-122.7485649 Date:2019-04,NA,NA,Index:15 Lat:38.47066718 Long:-122.7485649 Date:2022-09,NA,NA
16,SantaRosa,210235,137064,False,38.47066867,-122.7489896,1024,1409,85,569,385,939,1,0.990344425,1950,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:16 Lat:38.47066867 Long:-122.7489896 Date:2011-06,NA,Index:16 Lat:38.47066867 Long:-122.7489896 Date:2013-07,Index:16 Lat:38.47066867 Long:-122.7489896 Date:2014-04,Index:16 Lat:38.47066867 Long:-122.7489896 Date:2015-05,NA,NA,NA,Index:16 Lat:38.47066867 Long:-122.7489896 Date:2019-04,NA,NA,Index:16 Lat:38.47066867 Long:-122.7489896 Date:2022-09,NA,NA
17,SantaRosa,68425,149733,True,38.47065831,-122.7494365,378,528,60,565,150,318,1,0.990344425,1940,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:17 Lat:38.47065831 Long:-122.7494365 Date:2011-06,NA,Index:17 Lat:38.47065831 Long:-122.7494365 Date:2013-07,Index:17 Lat:38.47065831 Long:-122.7494365 Date:2014-04,Index:17 Lat:38.47065831 Long:-122.7494365 Date:2015-05,NA,NA,NA,Index:17 Lat:38.47065831 Long:-122.7494365 Date:2019-04,NA,NA,Index:17 Lat:38.47065831 Long:-122.7494365 Date:2022-09,NA,NA
18,SantaRosa,332000,498000,False,38.47078953,-122.7496386,400,647,130,591,247,270,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:18 Lat:38.47078953 Long:-122.7496386 Date:2011-06,NA,Index:18 Lat:38.47078953 Long:-122.7496386 Date:2013-07,Index:18 Lat:38.47078953 Long:-122.7496386 Date:2014-04,Index:18 Lat:38.47078953 Long:-122.7496386 Date:2015-05,NA,NA,NA,Index:18 Lat:38.47078953 Long:-122.7496386 Date:2019-04,NA,NA,Index:18 Lat:38.47078953 Long:-122.7496386 Date:2022-09,NA,NA
19,SantaRosa,110789,188748,True,38.47096328,-122.7497618,424,559,109,605,135,315,1,0.990344425,1950,Post1940,RES1,1,False,1700,Custom,271167.0,NA,NA,NA,Index:19 Lat:38.47096328 Long:-122.7497618 Date:2011-06,NA,Index:19 Lat:38.47096328 Long:-122.7497618 Date:2013-07,Index:19 Lat:38.47096328 Long:-122.7497618 Date:2014-04,Index:19 Lat:38.47096328 Long:-122.7497618 Date:2015-05,NA,NA,NA,Index:19 Lat:38.47096328 Long:-122.7497618 Date:2019-04,NA,NA,Index:19 Lat:38.47096328 Long:-122.7497618 Date:2022-09,NA,NA
20,SantaRosa,106519,324701,False,38.4710976,-122.7498849,314,435,35,632,121,279,1,0.990344425,1940,Post1940,RES1,2,True,1275,Average,163215.9375,NA,NA,NA,Index:20 Lat:38.4710976 Long:-122.7498849 Date:2011-06,NA,Index:20 Lat:38.4710976 Long:-122.7498849 Date:2013-07,Index:20 Lat:38.4710976 Long:-122.7498849 Date:2014-04,Index:20 Lat:38.4710976 Long:-122.7498849 Date:2015-05,NA,NA,NA,Index:20 Lat:38.4710976 Long:-122.7498849 Date:2019-04,NA,NA,Index:20 Lat:38.4710976 Long:-122.7498849 Date:2022-09,NA,NA
21,SantaRosa,287640,431460,False,38.47123362,-122.7500032,314,435,35,647,121,279,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:21 Lat:38.47123362 Long:-122.7500032 Date:2011-06,NA,Index:21 Lat:38.47123362 Long:-122.7500032 Date:2013-07,Index:21 Lat:38.47123362 Long:-122.7500032 Date:2014-04,Index:21 Lat:38.47123362 Long:-122.7500032 Date:2015-05,NA,NA,NA,Index:21 Lat:38.47123362 Long:-122.7500032 Date:2019-04,NA,NA,Index:21 Lat:38.47123362 Long:-122.7500032 Date:2022-09,NA,NA
22,SantaRosa,153124,275601,True,38.47136963,-122.7501215,781,1056,88,669,275,693,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:22 Lat:38.47136963 Long:-122.7501215 Date:2011-06,NA,Index:22 Lat:38.47136963 Long:-122.7501215 Date:2013-07,Index:22 Lat:38.47136963 Long:-122.7501215 Date:2014-04,Index:22 Lat:38.47136963 Long:-122.7501215 Date:2015-05,NA,NA,NA,Index:22 Lat:38.47136963 Long:-122.7501215 Date:2019-04,NA,NA,Index:22 Lat:38.47136963 Long:-122.7501215 Date:2022-09,NA,NA
23,SantaRosa,67550,212335,True,38.47200957,-122.7499575,329,714,44,749,385,285,1,0.990344425,1950,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:23 Lat:38.47200957 Long:-122.7499575 Date:2011-06,NA,Index:23 Lat:38.47200957 Long:-122.7499575 Date:2013-07,Index:23 Lat:38.47200957 Long:-122.7499575 Date:2014-04,NA,NA,NA,NA,NA,NA,NA,Index:23 Lat:38.47200957 Long:-122.7499575 Date:2022-09,NA,NA
24,SantaRosa,204000,423300,False,38.47190564,-122.749684,393,778,92,725,385,301,1,0.990344425,1960,Post1940,RES1,2,False,1700,Custom,278715.0,NA,NA,NA,Index:24 Lat:38.47190564 Long:-122.749684 Date:2011-06,NA,Index:24 Lat:38.47190564 Long:-122.749684 Date:2013-07,Index:24 Lat:38.47190564 Long:-122.749684 Date:2014-04,Index:24 Lat:38.47190564 Long:-122.749684 Date:2015-05,NA,NA,NA,Index:24 Lat:38.47190564 Long:-122.749684 Date:2019-04,NA,NA,Index:24 Lat:38.47190564 Long:-122.749684 Date:2022-09,NA,NA
25,SantaRosa,109731,164293,True,38.47208284,-122.7495037,403,734,89,751,331,314,1,0.990344425,1960,Post1940,RES1,1,False,1700,Custom,271167.0,NA,NA,NA,Index:25 Lat:38.47208284 Long:-122.7495037 Date:2011-06,NA,Index:25 Lat:38.47208284 Long:-122.7495037 Date:2013-07,Index:25 Lat:38.47208284 Long:-122.7495037 Date:2014-04,Index:25 Lat:38.47208284 Long:-122.7495037 Date:2015-05,NA,NA,NA,Index:25 Lat:38.47208284 Long:-122.7495037 Date:2019-04,NA,NA,Index:25 Lat:38.47208284 Long:-122.7495037 Date:2022-09,NA,NA
26,SantaRosa,153193,263841,False,38.47231924,-122.7494145,443,759,182,775,316,261,1,0.990344425,1940,Post1940,RES1,1,False,1700,Custom,271167.0,NA,NA,NA,Index:26 Lat:38.47231924 Long:-122.7494145 Date:2011-06,NA,Index:26 Lat:38.47231924 Long:-122.7494145 Date:2013-07,Index:26 Lat:38.47231924 Long:-122.7494145 Date:2014-04,Index:26 Lat:38.47231924 Long:-122.7494145 Date:2015-05,NA,NA,NA,Index:26 Lat:38.47231924 Long:-122.7494145 Date:2019-04,NA,NA,Index:26 Lat:38.47231924 Long:-122.7494145 Date:2022-09,NA,NA
27,SantaRosa,168187,129851,False,38.4723017,-122.7496576,223,862,35,773,639,188,1,0.990344425,1950,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:27 Lat:38.4723017 Long:-122.7496576 Date:2011-06,NA,Index:27 Lat:38.4723017 Long:-122.7496576 Date:2013-07,Index:27 Lat:38.4723017 Long:-122.7496576 Date:2014-04,Index:27 Lat:38.4723017 Long:-122.7496576 Date:2015-06,NA,NA,NA,Index:27 Lat:38.4723017 Long:-122.7496576 Date:2019-04,NA,NA,Index:27 Lat:38.4723017 Long:-122.7496576 Date:2022-09,NA,NA
28,SantaRosa,247335,373065,True,38.47225927,-122.7498732,553,822,147,771,269,406,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:28 Lat:38.47225927 Long:-122.7498732 Date:2011-06,NA,Index:28 Lat:38.47225927 Long:-122.7498732 Date:2013-07,Index:28 Lat:38.47225927 Long:-122.7498732 Date:2014-04,Index:28 Lat:38.47225927 Long:-122.7498732 Date:2015-06,NA,NA,NA,Index:28 Lat:38.47225927 Long:-122.7498732 Date:2019-04,NA,NA,Index:28 Lat:38.47225927 Long:-122.7498732 Date:2022-09,NA,NA
29,SantaRosa,167495,243504,False,38.47195878,-122.7505277,353,633,63,734,280,290,1,0.990344425,1940,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,Index:29 Lat:38.47195878 Long:-122.7505277 Date:2011-06,NA,Index:29 Lat:38.47195878 Long:-122.7505277 Date:2013-07,NA,Index:29 Lat:38.47195878 Long:-122.7505277 Date:2015-06,NA,NA,NA,NA,NA,NA,Index:29 Lat:38.47195878 Long:-122.7505277 Date:2022-09,NA,NA
30,SantaRosa,72400,104579,False,38.47232079,-122.7489822,-1,-1,165,775,401,-1,1,0.990344425,1940,Post1940,RES1,2,False,1700,Custom,278715.0,NA,NA,NA,Index:30 Lat:38.47232079 Long:-122.7489822 Date:2011-06,NA,Index:30 Lat:38.47232079 Long:-122.7489822 Date:2013-07,Index:30 Lat:38.47232079 Long:-122.7489822 Date:2014-04,Index:30 Lat:38.47232079 Long:-122.7489822 Date:2015-05,NA,NA,NA,Index:30 Lat:38.47232079 Long:-122.7489822 Date:2019-04,NA,NA,Index:30 Lat:38.47232079 Long:-122.7489822 Date:2022-09,NA,NA
31,SantaRosa,194467,122048,True,38.47210854,-122.7489786,236,890,48,753,654,188,1,0.990344425,1950,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,Index:31 Lat:38.47210854 Long:-122.7489786 Date:2011-06,NA,Index:31 Lat:38.47210854 Long:-122.7489786 Date:2013-07,Index:31 Lat:38.47210854 Long:-122.7489786 Date:2014-04,Index:31 Lat:38.47210854 Long:-122.7489786 Date:2015-05,NA,NA,NA,Index:31 Lat:38.47210854 Long:-122.7489786 Date:2019-04,NA,NA,Index:31 Lat:38.47210854 Long:-122.7489786 Date:2022-09,NA,NA
32,SantaRosa,72400,129521,True,38.47166528,-122.7490694,723,962,35,712,239,688,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:32 Lat:38.47166528 Long:-122.7490694 Date:2011-06,NA,Index:32 Lat:38.47166528 Long:-122.7490694 Date:2013-07,Index:32 Lat:38.47166528 Long:-122.7490694 Date:2014-04,Index:32 Lat:38.47166528 Long:-122.7490694 Date:2015-05,NA,NA,NA,Index:32 Lat:38.47166528 Long:-122.7490694 Date:2019-04,NA,NA,Index:32 Lat:38.47166528 Long:-122.7490694 Date:2022-09,NA,NA
33,SantaRosa,210235,448296,True,38.47160529,-122.7493307,436,702,105,707,266,331,1,0.990344425,1950,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:33 Lat:38.47160529 Long:-122.7493307 Date:2011-06,NA,Index:33 Lat:38.47160529 Long:-122.7493307 Date:2013-07,Index:33 Lat:38.47160529 Long:-122.7493307 Date:2014-04,Index:33 Lat:38.47160529 Long:-122.7493307 Date:2015-05,NA,NA,NA,Index:33 Lat:38.47160529 Long:-122.7493307 Date:2019-04,NA,NA,Index:33 Lat:38.47160529 Long:-122.7493307 Date:2022-09,NA,NA
34,SantaRosa,73579,207886,True,38.4715114,-122.7495856,485,652,487,702,167,-1,1,0.990344425,1950,Post1940,RES1,2,False,1700,Custom,278715.0,NA,NA,NA,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2011-06,NA,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2013-07,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2014-04,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2015-05,NA,NA,NA,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2019-04,NA,NA,Index:34 Lat:38.4715114 Long:-122.7495856 Date:2022-09,NA,NA
35,SantaRosa,156188,291087,True,38.4713334,-122.749375,385,602,118,659,217,267,1,0.990344425,1940,Post1940,RES1,1,False,1700,Custom,271167.0,NA,NA,NA,Index:35 Lat:38.4713334 Long:-122.749375 Date:2011-06,NA,Index:35 Lat:38.4713334 Long:-122.749375 Date:2013-07,Index:35 Lat:38.4713334 Long:-122.749375 Date:2014-04,Index:35 Lat:38.4713334 Long:-122.749375 Date:2015-05,NA,NA,NA,Index:35 Lat:38.4713334 Long:-122.749375 Date:2019-04,NA,NA,Index:35 Lat:38.4713334 Long:-122.749375 Date:2022-09,NA,NA
36,SantaRosa,68380,94925,True,38.47132721,-122.7486143,-1,-1,71,655,189,-1,1,0.990344425,1960,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,Index:36 Lat:38.47132721 Long:-122.7486143 Date:2011-06,NA,Index:36 Lat:38.47132721 Long:-122.7486143 Date:2013-07,Index:36 Lat:38.47132721 Long:-122.7486143 Date:2014-04,Index:36 Lat:38.47132721 Long:-122.7486143 Date:2015-06,NA,NA,NA,Index:36 Lat:38.47132721 Long:-122.7486143 Date:2019-04,NA,NA,Index:36 Lat:38.47132721 Long:-122.7486143 Date:2022-09,NA,NA
37,SantaRosa,72722,223950,False,38.47111063,-122.7486232,218,414,37,636,196,181,1,0.990344425,1940,Post1940,RES1,2,True,1275,Average,163215.9375,NA,NA,NA,Index:37 Lat:38.47111063 Long:-122.7486232 Date:2011-06,NA,Index:37 Lat:38.47111063 Long:-122.7486232 Date:2013-07,Index:37 Lat:38.47111063 Long:-122.7486232 Date:2014-04,Index:37 Lat:38.47111063 Long:-122.7486232 Date:2015-05,NA,NA,NA,Index:37 Lat:38.47111063 Long:-122.7486232 Date:2019-04,NA,NA,Index:37 Lat:38.47111063 Long:-122.7486232 Date:2022-09,NA,NA
38,SantaRosa,76554,44022,False,38.47111899,-122.7480421,1070,1309,77,637,239,993,1,0.990344425,1940,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:38 Lat:38.47111899 Long:-122.7480421 Date:2011-06,NA,Index:38 Lat:38.47111899 Long:-122.7480421 Date:2013-07,Index:38 Lat:38.47111899 Long:-122.7480421 Date:2014-04,Index:38 Lat:38.47111899 Long:-122.7480421 Date:2015-05,NA,NA,NA,Index:38 Lat:38.47111899 Long:-122.7480421 Date:2019-04,NA,NA,Index:38 Lat:38.47111899 Long:-122.7480421 Date:2022-09,NA,NA
39,SantaRosa,118870,166427,True,38.47132994,-122.7480379,480,616,7,657,136,473,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2011-06,NA,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2013-07,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2014-04,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2015-06,NA,NA,NA,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2019-04,NA,NA,Index:39 Lat:38.47132994 Long:-122.7480379 Date:2022-09,NA,NA
40,SantaRosa,145611,396668,False,38.47206247,-122.750708,506,759,41,745,253,465,1,0.990344425,1950,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:40 Lat:38.47206247 Long:-122.750708 Date:2011-06,NA,Index:40 Lat:38.47206247 Long:-122.750708 Date:2013-07,NA,Index:40 Lat:38.47206247 Long:-122.750708 Date:2015-06,NA,NA,NA,NA,NA,NA,Index:40 Lat:38.47206247 Long:-122.750708 Date:2022-09,NA,NA
41,SantaRosa,185918,309363,False,38.47221986,-122.7508002,323,500,71,764,177,252,1,0.990344425,1950,Post1940,RES1,2,False,1700,Custom,278715.0,NA,NA,NA,Index:41 Lat:38.47221986 Long:-122.7508002 Date:2011-06,NA,Index:41 Lat:38.47221986 Long:-122.7508002 Date:2013-07,Index:41 Lat:38.47221986 Long:-122.7508002 Date:2014-04,Index:41 Lat:38.47221986 Long:-122.7508002 Date:2015-06,NA,NA,NA,Index:41 Lat:38.47221986 Long:-122.7508002 Date:2019-04,NA,NA,Index:41 Lat:38.47221986 Long:-122.7508002 Date:2022-09,NA,NA
42,SantaRosa,141988,301737,True,38.47234397,-122.7509368,537,755,71,772,218,466,1,0.990344425,1960,Post1940,RES1,1,False,1700,Custom,271167.0,NA,NA,NA,Index:42 Lat:38.47234397 Long:-122.7509368 Date:2011-06,NA,Index:42 Lat:38.47234397 Long:-122.7509368 Date:2013-07,Index:42 Lat:38.47234397 Long:-122.7509368 Date:2014-04,Index:42 Lat:38.47234397 Long:-122.7509368 Date:2015-06,NA,NA,NA,Index:42 Lat:38.47234397 Long:-122.7509368 Date:2019-04,NA,NA,Index:42 Lat:38.47234397 Long:-122.7509368 Date:2022-09,NA,NA
43,SantaRosa,144680,131714,True,38.47247144,-122.7510802,284,479,60,785,195,224,1,0.990344425,1950,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:43 Lat:38.47247144 Long:-122.7510802 Date:2011-06,NA,Index:43 Lat:38.47247144 Long:-122.7510802 Date:2013-07,Index:43 Lat:38.47247144 Long:-122.7510802 Date:2014-04,Index:43 Lat:38.47247144 Long:-122.7510802 Date:2015-06,NA,NA,NA,Index:43 Lat:38.47247144 Long:-122.7510802 Date:2019-04,NA,NA,Index:43 Lat:38.47247144 Long:-122.7510802 Date:2022-09,NA,NA
44,SantaRosa,206113,474061,False,38.47260823,-122.7512047,351,617,50,797,266,301,1,0.990344425,1940,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,Index:44 Lat:38.47260823 Long:-122.7512047 Date:2011-06,NA,Index:44 Lat:38.47260823 Long:-122.7512047 Date:2013-07,Index:44 Lat:38.47260823 Long:-122.7512047 Date:2014-04,Index:44 Lat:38.47260823 Long:-122.7512047 Date:2015-06,NA,NA,NA,Index:44 Lat:38.47260823 Long:-122.7512047 Date:2019-04,NA,NA,Index:44 Lat:38.47260823 Long:-122.7512047 Date:2022-09,NA,NA
45,SantaRosa,128313,306120,True,38.47274635,-122.7513253,557,881,82,813,324,475,1,0.990344425,1950,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,Index:45 Lat:38.47274635 Long:-122.7513253 Date:2011-06,NA,Index:45 Lat:38.47274635 Long:-122.7513253 Date:2013-07,Index:45 Lat:38.47274635 Long:-122.7513253 Date:2014-04,Index:45 Lat:38.47274635 Long:-122.7513253 Date:2015-06,NA,NA,NA,Index:45 Lat:38.47274635 Long:-122.7513253 Date:2019-04,NA,NA,Index:45 Lat:38.47274635 Long:-122.7513253 Date:2022-09,NA,NA
46,SantaRosa,282399,350803,True,38.472889,-122.7514498,578,941,256,828,363,322,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:46 Lat:38.472889 Long:-122.7514498 Date:2011-06,NA,Index:46 Lat:38.472889 Long:-122.7514498 Date:2013-07,Index:46 Lat:38.472889 Long:-122.7514498 Date:2014-04,Index:46 Lat:38.472889 Long:-122.7514498 Date:2015-06,NA,NA,NA,Index:46 Lat:38.472889 Long:-122.7514498 Date:2019-04,NA,NA,Index:46 Lat:38.472889 Long:-122.7514498 Date:2022-09,NA,NA
47,SantaRosa,130017,147269,True,38.47303166,-122.7515743,350,584,131,832,234,219,1,0.990344425,1960,Post1940,RES1,1,False,1700,Custom,271167.0,NA,NA,NA,Index:47 Lat:38.47303166 Long:-122.7515743 Date:2011-06,NA,Index:47 Lat:38.47303166 Long:-122.7515743 Date:2013-07,Index:47 Lat:38.47303166 Long:-122.7515743 Date:2014-04,Index:47 Lat:38.47303166 Long:-122.7515743 Date:2015-06,NA,NA,NA,Index:47 Lat:38.47303166 Long:-122.7515743 Date:2019-04,NA,NA,Index:47 Lat:38.47303166 Long:-122.7515743 Date:2022-09,NA,NA
48,SantaRosa,108653,156944,True,38.47316979,-122.7516949,348,713,35,837,365,313,1,0.990344425,1950,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,Index:48 Lat:38.47316979 Long:-122.7516949 Date:2011-06,NA,Index:48 Lat:38.47316979 Long:-122.7516949 Date:2013-07,Index:48 Lat:38.47316979 Long:-122.7516949 Date:2014-04,Index:48 Lat:38.47316979 Long:-122.7516949 Date:2015-06,NA,NA,NA,Index:48 Lat:38.47316979 Long:-122.7516949 Date:2019-04,NA,NA,Index:48 Lat:38.47316979 Long:-122.7516949 Date:2022-09,NA,NA
49,SantaRosa,161717,384685,False,38.47330791,-122.7518154,402,682,45,845,280,357,1,0.990344425,1960,Post1940,RES1,2,False,1700,Average,208675.0,NA,NA,NA,Index:49 Lat:38.47330791 Long:-122.7518154 Date:2011-06,NA,Index:49 Lat:38.47330791 Long:-122.7518154 Date:2013-07,Index:49 Lat:38.47330791 Long:-122.7518154 Date:2014-04,Index:49 Lat:38.47330791 Long:-122.7518154 Date:2015-06,NA,NA,NA,Index:49 Lat:38.47330791 Long:-122.7518154 Date:2019-04,NA,NA,Index:49 Lat:38.47330791 Long:-122.7518154 Date:2022-09,NA,NA
50,SantaRosa,68063,108452,False,38.47359322,-122.7520644,275,708,141,861,433,134,1,0.990344425,1960,Post1940,RES1,1,False,1700,Average,198322.0,NA,NA,NA,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2011-06,NA,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2013-07,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2014-04,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2015-06,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2016-03,NA,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2018-11,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2019-04,NA,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2021-03,Index:50 Lat:38.47359322 Long:-122.7520644 Date:2022-09,NA,NA
